year_from|year_to|predecessor|successor|polity_new_ID|polity_old_ID|polity_long_form_name|conflict_name|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference
1699|1727|Ntare IV Kitabanyoro|Macwa|ug_nkore_k_1|Early Nkore|Nkore||||||||||
1700|1702|João Dangwarangwa|Samatambira|zi_mutapa|zi_mutapa|Mutapa||IA|IA|IA|P|IA|IA|IA|IA|IA
1700|1710|Changamire Negamo|Chirisamuru|zi_torwa_rozvi|zi_torwa_rozvi|Torwa-Rozvi||||||||||
1700|1710|Kalanike'eaumoku and Kalaninui'īamamao|Alapa'inui|us_hawaii_3|Hawaii3|Hawaii III|None|P|P|P|P|SU|SU|SU|SU|SU
1700|1712|Ewuakpe|Ozuere|ni_benin_emp|ni_benin_emp|Benin Empire||P|P|A|P|A|A|A|A|A
1700|1721|Talha ibn Abdallah|Abu Bakr ibn Abdallah|et_harar_emirate|et_harar_emirate|Emirate of Harar||SU|SU|SU|SU|SU|SU|SU|SU|SU
1700|1721|Clement XI (Albani)|Innocent XIII (Conti)|it_papal_state_4|ItPapM2|Papal States - Early Modern Period II|None|A|A|A|A|A|A|A|A|A
1700|1724|Kwezi Kwi Rusagwe|Ruregeya|rw_gisaka_k|Gisaka|Gisaka||||||||||
1700|1725|Rusatira|Mehiga|tz_karagwe_k|Karagwe|Karagwe||||||||||
1700|1735|Gisanura|Mazimpaka|Early Niynginya|Early Niynginya|Kingdom of Nyinginya||||||||||
1700|1746|Philip V|Ferdinand VI|es_spanish_emp_1|EsHabsb|Spanish Empire I|None|A|A|A|A|A|A|A|A|A
1701|1717|Osei Tutu I|Amaniampon, the mamponghene (Regent)|gh_ashanti_emp|GhAshnL|Ashanti Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1701|1723|Albuuri Jaxer|Birayamb Majigen|se_jolof_k|se_jolof_k|Kingdom of Jolof||||||||||
1701|1724|Eze Nri Ezimilo|Eze Nri Ewenetem|ni_nri_k|ni_nri_k|Ọ̀ràézè Ǹrì||A|A|P|A|A|A|A|A|A
1702|1704|Samatambira|Zenda|zi_mutapa|zi_mutapa|Mutapa||P|P|P|P|IA|IA|IA|IP|P
1702|1711|Ubaydullāh Khān|Abū’l Fayz|uz_janid_dyn|UzJanid|Khanate of Bukhara||A|P|P|P|A|A|A|A|A
1702|1714|Anne|George I|gb_british_emp_1|gb_british_emp_1|British Empire I|None|A|A|A|A|A|A|A|A|A
1703|1705|Susuhunan Amangkurat III|Susuhunan Pakubuwono I|id_mataram_k|IdMatrm|Mataram Sultanate|||A|A|A|A|A|A|P|A
1703|1709|Sua (Sorasak)|Pumintharacha (Thaisa)|th_ayutthaya|ThAyuth|Ayutthaya|None|A|A|A|A|A|A|A|A|A
1703|1730|Ahmed III|Mahmud I|tr_ottoman_emp_3|TrOttm4|Ottoman Empire III|Patrona Revolt|P|P|A|P|P|P|A|A|A
1703|1731|Mohamma Sharefa|Kumbari|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1704|1705|Zenda|Mupunzagutu|zi_mutapa|zi_mutapa|Mutapa||P|P||P|IA|IA|IA|IA|IA
1704|1723|Dunama VI|Hamdan|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1704|1731|Vijaya Ranga Chokkanatha Nayak|Queen Meenakshi|in_madurai_nayaks|in_madurai_nayaks|Nayaks of Madurai||P|A|P|A|A|IP|A|IP|IP
1705|1707|Mupunzagutu|Gupo|zi_mutapa|zi_mutapa|Mutapa||P|P||P|IA|IA|IA|IA|IA
1705|1711|Joseph I|Charles VI|at_habsburg_2|at_habsburg_2|Austria - Habsburg Dynasty II|None|A|A|A|A|A|A|A|A|A
1705|1719|Susuhunan Pakubuwono I|Susuhunan Amangkurat IV|id_mataram_k|IdMatrm|Mataram Sultanate|||A|A|A|A|A|A|P|A
1706|1708|Tekle Haymanot|Tewoflos|et_ethiopian_k_2|et_ethiopian_k_2|Ethiopia Kingdom II||P|P|P|P|P|IA|A|A|A
1706|1750|João V|José I|pt_portuguese_emp_2|pt_portuguese_emp_2|Portuguese Empire - Early Modern||A|A|A|A|A|A|A|A|A
1707|1707|Azam Shah|Bahadur Shah I|in_mughal_emp|InMugl*|Mughal Empire|India (succession), 1707|P|P|A|P|P|A|A|A|A
1707|1708|Gupo|Sacapio|zi_mutapa|zi_mutapa|Mutapa||P|P||P|IA|IA|IA|IA|IA
1707|1712|Bahadur Shah I|Jahandar Shah|in_mughal_emp|InMugl*|Mughal Empire|India (succession), 1712|P|A|A|P|P|A|A|A|A
1708|1710|Sacapio|João Nyamhandu|zi_mutapa|zi_mutapa|Mutapa||P|P||P|IA|IA|IA|IA|IA
1708|1711|Tewoflos|Yostos|et_ethiopian_k_2|et_ethiopian_k_2|Ethiopia Kingdom II||P|P|IP|P|IP|A|A|A|A
1709|1712|Tokugawa Ienobu|Tokugawa Ietsugu|jp_tokugawa_shogunate|JpTokgw|Tokugawa Shogunate|None|A|A|A|A|A|P|A|A|A
1709|1733|Pumintharacha (Thaisa)|Borommakot|th_ayutthaya|ThAyuth|Ayutthaya|None|P|A|A|P|A|A|A|A|A
1710|1723|João Nyamhandu|Karize|zi_mutapa|zi_mutapa|Mutapa||P|P|IA|P|IA|IA|IA|IA|IA
1710|1731|Olimi III Isansa|Duhaga I Mujwiga|ug_bunyoro_k_2|UgBito|Bito Dynasty||A|A|A|A|A|A|A|A|
1710|1732|Saadatullah Khan I|Dost Ali Khan|in_carnatic_sul|in_carnatic_sul|Carnatic Sultanate||A|A|A|A|A|A|A|IP|IP
1710|1742|Gaki Gaocho|Gali Gaocho|et_kaffa_k|et_kaffa_k|Kingdom of Kaffa||IA|IA|SU|SU|IA|IA|IA|IA|SU
1710|1754|Alapa'inui|Keawe-'ōpala|us_hawaii_3|Hawaii3|Hawaii III|None|IA|IA|SU|SU|SU|SU|SU|SU|SU
1710|1825|unknown|Changamire Baswi|zi_torwa_rozvi|zi_torwa_rozvi|Torwa-Rozvi||||||||||
1711|1716|Yostos|Dawit III|et_ethiopian_k_2|et_ethiopian_k_2|Ethiopia Kingdom II||P|P|A|P|P|P|A|A|A
1711|1740|Charles VI|Maria Theresa and Francis I|at_habsburg_2|at_habsburg_2|Austria - Habsburg Dynasty II|War of Austrian Succession|P|A|A|A|A|A|A|P|A
1711|1747|Abū’l Fayz|Muhammad Rahīm Manghīt|uz_janid_dyn|UzJanid|Khanate of Bukhara||A|P|A|A|A|A|A|P|A
1712|1713|Jahandar Shah|Farrukh Siyar|in_mughal_emp|InMugl*|Mughal Empire|None|P|P|A|P|P|A|A|A|A
1712|1713|Ozuere|Akenzua I|ni_benin_emp|ni_benin_emp|Benin Empire||P|A|A|P|A|A|A|A|A
1712|1716|Tokugawa Ietsugu|Tokugawa Yoshimune|jp_tokugawa_shogunate|JpTokgw|Tokugawa Shogunate|None|IA|A|A|A|A|IA|A|A|A
1712|1728|Serfoji Bhonsle I|Tukkoji Bhonsle|in_thanjavur_maratha_k|in_thanjavur_maratha_k|Thanjavur Maratha Kingdom|Marava War|A|A|A|A|A|A|A|P|IP
1712|1755|Mamari Kulibali|Denkoro Kulibali|ml_bamana_k|MlBaman|Bamana kingdom||P|IP|IA|IP|IP|SU|SU|SU|SU
1713|1719|Farrukh Siyar|Rafi ul Darjat|in_mughal_emp|InMugl*|Mughal Empire|None|P|P|P|P|P|A|A|A|A
1713|1735|Akenzua I|Eresonuen|ni_benin_emp|ni_benin_emp|Benin Empire||||||||||
1713|1740|Frederick William I|Frederick II|de_hohenzollern_2|de_brandenburg_2|Brandenburg-Prussia||A|A|A|A|A|A|A|A|A
1714|1727|George I|George II|gb_british_emp_1|gb_british_emp_1|British Empire I|None|A|A|A|A|A|A|A|A|A
1715|1740|Agaja|Tegbesu|ni_dahomey_k|ni_dahomey_k|Foys||P|A|A|P|IA|IA|IA|IA|IA
1715|1774|Louis XV|Louis XVI|fr_bourbon_k_2|FrBurbL|French Kingdom - Late Bourbon|None|A|A|A|A|A|A|A|A|A
1716|1718|Unsa III|Nul|et_funj_sultanate|et_funj_sultanate|Funj Sultanate||P|P|A|P|P|P|A|A|A
1716|1721|Dawit III|Bekaffa|et_ethiopian_k_2|et_ethiopian_k_2|Ethiopia Kingdom II||P|P|P|P|P|A|A|A|A
1716|1745|Tokugawa Yoshimune|Tokugawa Ieshige|jp_tokugawa_shogunate|JpTokgw|Tokugawa Shogunate|None|DIS|A|A|DIS|A|P|A|A|A
1717|1720|Amaniampon, the mamponghene (Regent)|Opoku Ware Katakyie|gh_ashanti_emp|GhAshnL|Ashanti Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1717|1727|Murshid Quli Khan|Sarfaraz Khan|bd_nawabs_of_bengal|BdNawabs|Nawabs of Bengal|||A|A|P|A|A|A|A|A
1717|1744|Kagulu; Mawanda; Kikulwe|Kagulu; Namagula; Kyabaggu|ug_buganda_k_2|Classical Buganda|Buganda||IA|IA|P|IP|IA|IA|IA|IA|IA
1718|1724|Nul|Badi IV|et_funj_sultanate|et_funj_sultanate|Funj Sultanate||A|A|A|A|A|A|A|A|A
1719|1719|Mali Kumba Dyaring|Ma-Kodu Kumba|se_baol_k|se_baol_k|Kingdom of Baol||||||||||
1719|1719|Rafi ul Daula|Muhammad Shah|in_mughal_emp|InMugl*|Mughal Empire|None|P|A|A|P|P|A|A|A|A
1719|1719|Rafi ul Darjat|Rafi ul Daula|in_mughal_emp|InMugl*|Mughal Empire|None|A|A|DIS|DIS|A|A|A|A|A
1719|1726|Susuhunan Amangkurat IV|Susuhunan Pakubuwono II|id_mataram_k|IdMatrm|Mataram Sultanate|||A|A|A|A|A|A|P|A
1719|1748|Isa-Tende|Isa Bige N'Gone|se_cayor_k|se_cayor_k|Kingdom of Cayor||IA|IA|IA|IA|IA|IA|IA|IA|IA
1719|1748|Muhammad Shah|Ahmad Shah|in_mughal_emp|InMugl*|Mughal Empire|None|A|A|A|A|A|A|A|A|A
1719|1749|Ma-Kodu Kumba|Mawa|se_baol_k|se_baol_k|Kingdom of Baol||||||||||
1720|1750|Opoku Ware Katakyie|Kusi Oboadum|gh_ashanti_emp|GhAshnL|Ashanti Empire|None|SU|SU|SU|SU|SU|SU|SU|SU|SU
1720|1750|Nachi|Okenachi|ni_aro|ni_aro|Aro||A|A|A|A|A|A|A|A|A
1721|1724|Innocent XIII (Conti)|Benedict XIII (Orsini)|it_papal_state_4|ItPapM2|Papal States - Early Modern Period II|None|A|A|A|A|A|A|A|A|A
1721|1730|Bekaffa|Iyasu II|et_ethiopian_k_2|et_ethiopian_k_2|Ethiopia Kingdom II||A|A|A|A|A|A|A|A|A
1721|1732|Abu Bakr ibn Abdallah|Khalaf ibn Abi Bakr|et_harar_emirate|et_harar_emirate|Emirate of Harar||SU|SU|SU|SU|SU|SU|SU|SU|SU
1722|1732|Tahmasp II|Abbas III|ir_safavid_emp|IrSafvd|Safavid Empire|Tahmasp's campaign of 1731 , Ottoman–Persian War (1730–1735)|P|P|A|P|P|A|A|P|A
1722|1735|Yongzheng Emperor (Yung Cheng, Shih Tsung, Yinzhen)|Qianlong Emperor (Ch’ien Lung, Kao Tsung, Hongli,)|cn_qing_dyn_1|CnQingE|Early Qing|None|A|DIS|DIS|DIS|A|A|A|A|A
1723|1724|Karize|Chikoka|zi_mutapa|zi_mutapa|Mutapa||P|P|A|P|IA|IA|IA|IA|IA
1723|1737|Hamdan|Muahmmad VII Erghamma|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1723|1756|Birayamb Majigen|Lat Kodu Majigen|se_jolof_k|se_jolof_k|Kingdom of Jolof||||||||||
1724|1725|Osiyago|Ojigi|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||P|P|P|P|IA|IA|IA|IA|IA
1724|1725|Chikoka|Kambwe|zi_mutapa|zi_mutapa|Mutapa||P|P||P|IA|IA|IA|IA|IA
1724|1730|Benedict XIII (Orsini)|Clement XII (Corsini)|it_papal_state_4|ItPapM2|Papal States - Early Modern Period II|None|P|A|A|A|A|P|A|A|A
1724|1751|Ruregeya|Bazimya|rw_gisaka_k|Gisaka|Gisaka||||||||||
1724|1762|Badi IV|Nasir|et_funj_sultanate|et_funj_sultanate|Funj Sultanate||P|P|P|P|P|P|A|A|A
1724|1795|Eze Nri Ewenetem|Eze Nri Enweleana|ni_nri_k|ni_nri_k|Ọ̀ràézè Ǹrì||A|A|A|P|A|A|A|A|A
1725|1726|Kambwe|Dehwe II|zi_mutapa|zi_mutapa|Mutapa||IA|A||P|IA|IA|IA|IA|IA
1725|1727|Catherine I|Peter II|ru_romanov_dyn_1|ru_romanov_dyn_1|Russian Empire, Romanov Dynasty I|None|A|A|A|A|A|A|A|A|A
1725|1735|Ojigi|Gberu|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||IA|IA|A|P|IA|IA|IA|IA|IA
1725|1750|Mehiga|Kalemera Bwirangenda|tz_karagwe_k|Karagwe|Karagwe||||||||||
1726|1730|Lathilor Ndong|Amasiga Seck Ndiaye|se_saloum_k|se_saloum_k|Kingdom of Saloum||IA|IA|IA|IA|IA|IA|IA|IA|IA
1726|1735|Dehwe II|Joãoquinto Mupunzagutu|zi_mutapa|zi_mutapa|Mutapa||IA|IA|IA|IA|IA|IA|IA|IA|IA
1726|1742|Susuhunan Pakubuwono II|Susuhunan Amangkurat V|id_mataram_k|IdMatrm|Mataram Sultanate|||A|A|A|A|A|A|P|A
1726|1745|Charles Albert|Maximilian III Joseph|de_bavaria_1|de_bavaria_1|Electorate of Bavaria||A|A|A|A|A|A|A|A|A
1727|1730|Peter II|Anna|ru_romanov_dyn_1|ru_romanov_dyn_1|Russian Empire, Romanov Dynasty I|None|A|A|A|A|A|A|A|A|A
1727|1739|Shuja-ud-Din Muhammad Khan        |Sarfaraz Khan|bd_nawabs_of_bengal|BdNawabs|Nawabs of Bengal|||A|A|A|A|A|A|A|A
1727|1745|Galdan Tsereng|Tsewang Dorji Namjal|mn_zungharian_emp|MnZungh|Zungharian Empire||IA|A|IA|A|A|A|A|A|A
1727|1749|Macwa|Rwabirere; Karara I; Karaiga; Kahaya I|ug_nkore_k_1|Early Nkore|Nkore||||||||||
1727|1760|George II|George III|gb_british_emp_1|gb_british_emp_1|British Empire I|None|P|A|A|A|A|P|P|A|A
1727|1776|Ibrahim Musa|Ibrahima Sora I|gu_futa_jallon|gu_futa_jallon|Futa Jallon||A|A|A|A|A|A|A|A|A
1728|1736|Tukkoji Bhonsle|Baba Shahobu / Ekoji II|in_thanjavur_maratha_k|in_thanjavur_maratha_k|Thanjavur Maratha Kingdom|Marava War|A|A|A|A|A|A|P|P|IP
1730|1732|Amasiga Seck Ndiaye|Biram Khourédia Tièk Ndao|se_saloum_k|se_saloum_k|Kingdom of Saloum||IA|IA|IA|IA|IA|IA|IA|IA|IA
1730|1740|Anna|Ivan VI|ru_romanov_dyn_1|ru_romanov_dyn_1|Russian Empire, Romanov Dynasty I|None|P|A|A|P|A|A|A|A|A
1730|1740|Clement XII (Corsini)|Benedict XIV (Lambertini)|it_papal_state_4|ItPapM2|Papal States - Early Modern Period II|None|A|A|A|A|A|A|A|A|A
1730|1754|Mahmud I|Osman III|tr_ottoman_emp_3|TrOttm4|Ottoman Empire III|None|A|A|A|A|A|A|A|A|A
1730|1755|Iyasu II|Iyoas I|et_ethiopian_k_2|et_ethiopian_k_2|Ethiopia Kingdom II||A|A|A|IP|A|A|A|A|A
1731|1736|Queen Meenakshi|End of polity|in_madurai_nayaks|in_madurai_nayaks|Nayaks of Madurai||A|A|A|A|A|A|A|P|P
1731|1743|Kumbari|Alhaji Kabe|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1731|1782|Duhaga I Chwa Mujwiga|Olimi IV Kasoma|ug_bunyoro_k_2|UgBito|Bito Dynasty||A|A|A|A|A|A|A|A|
1732|1733|Khalaf ibn Abi Bakr|Hamid ibn Abi Bakr|et_harar_emirate|et_harar_emirate|Emirate of Harar||SU|SU|SU|SU|SU|SU|SU|SU|SU
1732|1734|Biram Khourédia Tièk Ndao|Ndéné Ndiaye Bigué Ndao|se_saloum_k|se_saloum_k|Kingdom of Saloum||IA|IA|IA|IA|IA|IA|IA|IA|IA
1732|1736|Abbas III|Nader Shah|ir_safavid_emp|IrSafvd|Safavid Empire|Ottoman–Persian War (1730–1735)|P|P|A|P|A|A|A|P|A
1732|1740|Dost Ali Khan|Safdar Ali Khan|in_carnatic_sul|in_carnatic_sul|Carnatic Sultanate||A|A|A|A|A|A|A|A|A
1733|1747|Hamid ibn Abi Bakr|Yusuf ibn Abi Bakr|et_harar_emirate|et_harar_emirate|Emirate of Harar||SU|SU|SU|SU|SU|SU|SU|SU|SU
1733|1758|Borommakot|Suriyamarin (Ekkathat)|th_ayutthaya|ThAyuth|Ayutthaya|None|P|A|A|P|A|A|A|A|A
1734|1753|Ndéné Ndiaye Bigué Ndao|Mbagne Diop|se_saloum_k|se_saloum_k|Kingdom of Saloum||IA|IA|IA|IA|IA|IA|IA|IA|IA
1735|1740|Gberu|Amuniwaiye|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||IA|IA|A|P|IA|IA|IA|IA|IA
1735|1750|Eresonuen|Akengbuda|ni_benin_emp|ni_benin_emp|Benin Empire||||||||||
1735|1759|Joãoquinto Mupunzagutu|Zindave|zi_mutapa|zi_mutapa|Mutapa||P|P|IA|P|IA|IA|IA|IA|IA
1735|1766|Mazimpaka|Rwaka|Early Niynginya|Early Niynginya|Kingdom of Nyinginya||||IA||||||
1735|1796|Qianlong Emperor (Ch’ien Lung, Kao Tsung, Hongli,)|Jiaqing Emperor (Chia Ch’ing, Jen Tsung, Yongyan)|cn_qing_dyn_1|CnQingE|Early Qing|White Lotus Rebellion|A|A|A|A|A|P|A|A|A
1736|1737|Baba Shahobu / Ekoji II|Sujana Bai|in_thanjavur_maratha_k|in_thanjavur_maratha_k|Thanjavur Maratha Kingdom||A|A|A|A|A|A|A|A|A
1737|1738|Sujana Bai|Katturaja / Shahuji II|in_thanjavur_maratha_k|in_thanjavur_maratha_k|Thanjavur Maratha Kingdom||A|A|A|A|A|A|A|A|P
1737|1752|Muhammad VII Erghamma|Dunama VII Ghana|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1738|1739|Katturaja / Shahuji II|Pratapsingh Bhonsle|in_thanjavur_maratha_k|in_thanjavur_maratha_k|Thanjavur Maratha Kingdom||A|A|A|A|A|A|A|A|IP
1739|1740|Sarfaraz Khan||bd_nawabs_of_bengal|BdNawabs|Nawabs of Bengal|||A|A|A|A|A|A|A|A
1739|1763|Pratapsingh Bhonsle|Thuljaji Bhonsle|in_thanjavur_maratha_k|in_thanjavur_maratha_k|Thanjavur Maratha Kingdom|Seven Years' War|A|A|A|A|A|A|A|P|P
1740|1741|Ivan VI|Elizabeth|ru_romanov_dyn_1|ru_romanov_dyn_1|Russian Empire, Romanov Dynasty I|None|P|P|P|P|A|A|A|A|A
1740|1742|Safdar Ali Khan|Nawab Muruza Ali Khan|in_carnatic_sul|in_carnatic_sul|Carnatic Sultanate||A|A|A|A|A|A|A|P|IP
1740|1746|Amuniwaiye|Onisile|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||IA|IA|P|IA|IA|IA|IA|IA|IA
1740|1756|Alivardi Khan|Siraj ud-Daulah|bd_nawabs_of_bengal|BdNawabs|Nawabs of Bengal|||P|A|A|A|A|A|A|A
1740|1758|Benedict XIV (Lambertini)|Clement XIII (Carlo della Torre Rezzonico)|it_papal_state_4|ItPapM2|Papal States - Early Modern Period II|None|A|A|A|A|A|A|A|A|A
1740|1774|Tegbesu|Kpengla|ni_dahomey_k|ni_dahomey_k|Foys||||||||||
1740|1780|Maria Theresa and Francis I|Joseph II|at_habsburg_2|at_habsburg_2|Austria - Habsburg Dynasty II|None|A|A|A|A|A|A|A|A|A
1740|1786|Frederick II|Frederick William II|de_hohenzollern_2|de_brandenburg_2|Brandenburg-Prussia||A|A|A|A|A|A|A|A|A
1741|1762|Elizabeth|Catherine II the Great|ru_romanov_dyn_1|ru_romanov_dyn_1|Russian Empire, Romanov Dynasty I|None|P|P|A|P|A|A|A|A|A
1741|1775|Ahmed bin Said|Said bin Ahmed|om_busaidi_imamate_1|om_busaidi_imamate_1|Imamate of Oman and Muscat||P|A|A|P|A|A|A|P|P
1742|1742|Nawab Muruza Ali Khan|Saadatullah Khan II ( Muhammad Sayyid)|in_carnatic_sul|in_carnatic_sul|Carnatic Sultanate||P|A|P|A|A|A|A|IP|A
1742|1743|Susuhunan Amangkurat V|Susuhunan Pakubuwono II|id_mataram_k|IdMatrm|Mataram Sultanate|||P|A|A|A|A|A|P|A
1742|1744|Saadatullah Khan II|Anwaruddin Khan|in_carnatic_sul|in_carnatic_sul|Carnatic Sultanate||A|A|A|A|A|A|A|IP|A
1742|1775|Gali Gaocho|Shagi Sherocho|et_kaffa_k|et_kaffa_k|Kingdom of Kaffa||IA|IA|SU|SU|IA|IA|IP|IA|SU
1743|1749|Susuhunan Pakubuwono II|Susuhunan Pakubuwono III|id_mataram_k|IdMatrm|Mataram Sultanate|||P|A|A|A|A|A|P|A
1743|1753|Alhaji Kabe|Yaji|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1744|1771|Kagulu; Namagula; Kyabaggu|Junju; Semakookiro|ug_buganda_k_2|Classical Buganda|Buganda||IA|IA|P|P|IA|IA|IA|IA|IA
1745|1750|Tsewang Dorji Namjal|Lama Dorji|mn_zungharian_emp|MnZungh|Zungharian Empire||P|P|P|P|P|IA|IA|IA|IA
1745|1760|Tokugawa Ieshige|Tokugawa Ieharu|jp_tokugawa_shogunate|JpTokgw|Tokugawa Shogunate|None|A|A|A|A|A|IA|A|A|A
1745|1777|Maximilian III Joseph|Charles Theodore|de_bavaria_1|de_bavaria_1|Electorate of Bavaria||A|A|A|A|A|A|A|A|A
1746|1754|Onisile|Labisi|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||P|P|A|P|IA|IA|IA|IA|IA
1746|1759|Ferdinand VI|Charles III|es_spanish_emp_2|es_spanish_emp_2|Spanish Empire II|None|A|A|A|A|A|A|A|A|A
1747|1755|Yusuf ibn Abu Bakr|Ahmed ibn Abi Bakr|et_harar_emirate|et_harar_emirate|Emirate of Harar||SU|SU|SU|SU|SU|SU|IP|IP|SU
1747|1772|Ahmad Shah Durrani|Timur Shah Durrani|af_durrani_emp|AfDurrn|Durrani Empire|||P|P|A|A|A|A|A|A
1748|1749|Isa Bige N'Gone|M'Bathio Samb|se_cayor_k|se_cayor_k|Kingdom of Cayor||IA|IA|IA|IP|IA|IA|IA|IA|P
1748|1754|Ahmad Shah|Alamgir II|in_mughal_emp|InMugl*|Mughal Empire|None|P|P|A|P|A|A|A|A|A
1749|1752|Mawa|M’Bissan N’Della|se_baol_k|se_baol_k|Kingdom of Baol||||||||||
1749|1752|Chanda Shahib|Muhammad Ali Khan Wallajah|in_carnatic_sul|in_carnatic_sul|Carnatic Sultanate||A|A|A|A|A|A|A|P|P
1749|1755|Susuhunan Pakubuwono III||id_mataram_k|IdMatrm|Mataram Sultanate|||A|A|A|A|A|A|P|A
1749|1757|M'Bathio Samb|Birayma Kodu|se_cayor_k|se_cayor_k|Kingdom of Cayor||IA|IA|P|IP|IA|IA|IA|IA|IA
1749|1795|Anwaruddin Khan|Muhammad Ali Khan Wallajah|in_carnatic_sul|in_carnatic_sul|Carnatic Sultanate||A|A|P|A|A|A|A|A|A
1750|1752|Lama Dorji|Dawaci|mn_zungharian_emp|MnZungh|Zungharian Empire||P|P|P|P|P|IA|IA|IA|IA
1750|1764|Kusi Oboadum|Osei Kwadwo Okoawia|gh_ashanti_emp|GhAshnL|Ashanti Empire|None|P|P|IA|IP|IA|IA|IA|IA|IA
1750|1774|Kalemera Bwirangenda|Ntare V Kiitabanyoro|tz_karagwe_k|Karagwe|Karagwe||||||||||
1750|1775|Kuwya|Matsweu Adi|ni_kwararafa|ni_kwararafa|Kwararafa||||||||||
1750|1777|José I|Maria I and Pedro III|pt_portuguese_emp_2|pt_portuguese_emp_2|Portuguese Empire - Early Modern||A|A|A|A|A|A|A|A|A
1750|1780|Okenachi|Eko Oke|ni_aro|ni_aro|Aro||||||||||
1750|1783|Rwabirere; Karara I; Karaiga; Kahaya I|Nyakashaija; Bwarenga; Rwebishengye|ug_nkore_k_2|Classical Nkore|Nkore||||||||||
1750|1800|Ibrahim|Mahamud|so_geledi_sultanate|so_geledi_sultanate|Sultanate of Geledi||IA|IA|IA|IA|IA|IA|IA|IA|IA
1750|1804|Akengbuda|Obanosa|ni_benin_emp|ni_benin_emp|Benin Empire||IA|IA|IA|IA|IA|IA|IA|IA|IA
1751|1760|Bazimya|Kimenyi IV Getura|rw_gisaka_k|Gisaka|Gisaka||||||||||
1752|1755|Dawaci|Amursana|mn_zungharian_emp|MnZungh|Zungharian Empire||P|P|A|IA|P|IA|IA|P|P
1752|1755|Dunama VII Ghana|Ali IV ibn Haj Hamdun|ni_bornu_emp|ni_bornu_emp|Kanem-Borno||||||||||
1752|1758|M’Bissan N’Della|Ma-Kodu Kumba|se_baol_k|se_baol_k|Kingdom of Baol||||||||||
1753|1760|Mbagne Diop|Mbagne Diogop Ndiaye Mbodj|se_saloum_k|se_saloum_k|Kingdom of Saloum||IA|IA|IA|IA|IA|IA|IA|IA|IA
1753|1768|Yaji|Babba Zaki|ni_hausa_k|ni_hausa_k|Hausa bakwai||IA|IA|IA|IA|IA|IA|IA|IA|IA
1754|1754|Agboluaje|Majeogbe|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||A|A|P|P|IA|IA|IA|IA|IA
1754|1754|Labisi|Awonbioju|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||P|P|A|P|IA|IA|IA|IA|IA
1754|1754|Awonbioju|Agboluje|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||P|P|P|P|IA|IA|IA|IA|IA
1754|1755|Keawe-'ōpala|Kalani'ōpu'u|us_hawaii_3|Hawaii3|Hawaii III|None|P|P|SU|P|SU|P|SU|SU|SU
1754|1757|Osman III|Mustafa III|tr_ottoman_emp_3|TrOttm4|Ottoman Empire III|None|A|A|A|A|A|A|A|A|A
1754|1759|Alamgir II|Jahan III|in_mughal_emp|InMugl*|Mughal Empire|None|P|P|P|P|P|A|A|A|A
1754|1770|Majeogbe|Abiodun|ni_oyo_emp_2|ni_oyo_emp_2|Ilú-ọba Ọ̀yọ́||A|A|P|P|IA|IA|IA|IA|IA
1755|1757|Amursana||mn_zungharian_emp|MnZungh|Zungharian Empire||P|P|A|A|P|A|P|P|A
1755|1757|Denkoro Kulibali|Ton-Mansa Dembelé|ml_bamana_k|MlBaman|Bamana kingdom||P|P|P|IA|P|SU|SU|SU|SU
1755|1769|Iyoas I|Yohannes II|et_ethiopian_k_3|et_ethiopian_k_3|Ethiopia Kingdom III||P|P|P|P|P|A|A|A|A
1755|1782|Ahmed ibn Abi Bakr|Muhammed ibn Yusuf|et_harar_emirate|et_harar_emirate|Emirate of Harar||SU|SU|SU|SU|SU|SU|IP|IP|SU
1755|1782|Kalani'ōpu'u|Kīwala'ō and Kamehameha I|us_kamehameha_k|USKameh|Kingdom of Hawaii - Kamehameha Period|None|P|A|A|P|A|A|A|A|A
