variable_set|section|subsection|variable_name|polity_name|polity_new_ID|polity_old_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|Kingdom of Waalo|se_waalo_k|se_waalo_k|Kheerfi Xari Daaro|Fara Penda Sal|P|P|A|P|A|A|A|A|A||1832|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|ni_oyo_emp_2|Amodo|Oluewu|IA|A|A|IA|IA|IA|IA|IA|IA||1833|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|British Empire I|gb_british_emp_1|gb_british_emp_1|William IV|Victoria|P|A|A|A|A|P|P|A|A|None|1837|Confident|||False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|zi_mutapa|Dzeka|Kataruza|||||||||||1845|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|Louis Philippe I (King of the French)|Louis-Napoléon Bonaparte (President of France)|A|P|A|A|A|P|A|A|A|February Revolution|1848|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jimma|et_jimma_k|et_jimma_k|Abba Jifar I|Abba Rebu|P|A|IA|P|IA|IA|IA|IA|IA||1854|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Yusuf|||||||||||1832|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Torwa-Rozvi|zi_torwa_rozvi|zi_torwa_rozvi|Changamire Tohwechipi||||||||||||1866|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Baol|se_baol_k|se_baol_k|Ma-Kodu Kodu Dyuf|Isa Tein-Dyor|||||||||||1832|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Gebre Krestos|Sahle Dengel|P|P|P|P|A|A|A|A|A||1832|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Yusuf|Mamudu Sire Dia|||||||||||1833|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Manuel Gómez Pedraza|Antonio López de Santa Anna|P|A|A|A|A|A|A|A|A|None|1833|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Waalo|se_waalo_k|se_waalo_k|Fara Penda Sal|Kheerfi Xari Daaro|P|A|A|P|A|A|A|A|P||1833|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|Andrew Jackson|Martin Van Buren|A|A|A|A|A|A|A|A|A|None|1837|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Sahle Dengel|Yohannes III|P|A|A|P|A|A|A|A|A||1840|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Baol|se_baol_k|se_baol_k|Isa Tein-Dyor|Tié-Yassin Ngone|||||||||||1855|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Cayor|se_cayor_k|se_cayor_k|Isa Ten-Dyor|Birayma-Fal|IA|IA|IA|IA|IA|IA|IA|IA|IA||1855|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamudu Sire Dia|Yusuf|||||||||||1833|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Yusuf|Biran|||||||||||1833|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Birayamb Kumba Gey|Albuuri Tam|A|A|A|A|A|A|A|A|A||1833|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Biran|Yusuf|||||||||||1833|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Waalo|se_waalo_k|se_waalo_k|Kheerfi Xari Daaro|Fara Penda Sal|A|A|A|A|A|A|A|A|P||1835|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Antonio López de Santa Anna|Miguel Barragán|A|A|A|A|A|A|A|A|A|Zacatecas Rebellion|1835|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Biran|Yusuf|||||||||||1835|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|ni_oyo_emp_2|Oluewu|end of polity|IA|IA|P|P|IA|IA|IA|P|P||1836|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Albuuri Tam|Bakar Kodu Bige|A|A|A|A|A|A|A|A|A||1846|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Qajar|ir_qajar_dyn|IrQajar|Muḥammad|Nāṣir al-Dīn|A|A|A|A|A|A|A|A|A|None|1848|Confident|||False
Crisisdb|Power Transitions||Power Transition|Emirate of Harar|et_harar_emirate|et_harar_emirate|Abu Bakr ibn Aftal-Garad|Ahmed ibn Abu Bakr|P|A|A|P|A|A|A|A|P||1852|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ashanti Empire|gh_ashanti_emp|GhAshnL|Kwaku Dua I|Kofi Karikari|P|A|A|P|P|A|IA|IA|IA|None|1867|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Yusuf|Biran|||||||||||1835|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Biran|Babaly Ly|||||||||||1836|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Miguel Barragán|José Justo Corro|A|A|A|A|A|A|A|A|A|None|1836|Confident|||False
Crisisdb|Power Transitions||Power Transition|British East India Company|in_east_india_co|BdEastIndiaCompany|Sir Charles Metcalfe|The Earl of Auckland|A|A|A|A|A|A|A|A|A||1836|Confident|||False
Crisisdb|Power Transitions||Power Transition|Majeerteen Sultanate|so_majeerteen_sultanate|so_majeerteen_sultanate|Yusuuf Ismaan|Nur-bin-'Ismaan|IP|A|P|IP|IA|IA|P|IA|IA||1837|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Waalo|se_waalo_k|se_waalo_k|Fara Penda Sal|Mó Mbodi Maalik|A|A|A|A|A|A|A|A|P||1840|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Austria - Habsburg Dynasty II|at_habsburg_2|at_habsburg_2|Ferdinand I of Austria|Franz Joseph I|P|P|A|A|A|P|A|A|A|Revolutions of 1848|1848|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bito Dynasty|ug_bunyoro_k_2|UgBito|Nyabongo II Mugenyi Biranga|Olimi IV Rwakabale|IP|P|A|P|A|A|A|A|||1848|Confident|||False
Crisisdb|Power Transitions||Power Transition|Igala|ni_igala_k|ni_igala_k|Amocheje|Aku Odiba|||||||||||1856|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Babaly Ly|Amadu Baba Ly|||||||||||1837|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|José Justo Corro|Anastasio Bustamante|A|A|A|A|A|A|A|A|A|None|1837|Confident|||False
Crisisdb|Power Transitions||Power Transition|British East India Company|in_east_india_co|BdEastIndiaCompany|The Earl of Auckland|The Earl of Ellenborough|A|A|A|A|A|A|A|A|A||1842|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Amadu Baba Ly|Babaly Ly|||||||||||1838|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Anastasio Bustamante|Antonio López de Santa Anna|P|P|A|P|P|A|A|A|A|None|1841|Confident|||False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|Martin Van Buren|William Henry Harrison|A|A|A|A|A|A|A|A|A|None|1841|Confident|||False
Crisisdb|Power Transitions||Power Transition|Sokoto Caliphate|ni_sokoto_cal|ni_sokoto_cal|Muhammad Bukhari|Ali Bello|A|A|A|A|A|A|A|A|A||1842|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Tokugawa Shogunate|jp_tokugawa_shogunate|JpTokgw|Tokugawa Ieyoshi|Tokugawa Iesada|A|A|A|A|A|P|A|A|A|None|1853|Confident|||False
Crisisdb|Power Transitions||Power Transition|Majeerteen Sultanate|so_majeerteen_sultanate|so_majeerteen_sultanate|Nur-bin-'Ismaan|Mahamuud II Ismaan|IA|A|IA|IA|IA|IA|IA|IA|IA||1855|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mughal Empire|in_mughal_emp|InMugl*|Bahadur Shah II|end of polity|P|P|A|A|A|A|A|P|A|India-Britain, 1857-59|1858|Confident|||False
Crisisdb|Power Transitions||Power Transition|British Empire IIIIIIIIII|gb_british_emp_222222|gb_british_emp_222222|Victoria|Edward VII|A|A|A|A|A|A|A|A|A|None|1902|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Babaly Ly|Interregnum|||||||||||1841|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|gu_futa_jallon|Yahya|Umaru Sori|||||||||||1840|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bamana kingdom|ml_bamana_k|MlBaman|Nianemba Diara|Kerango-Ba Diara|SU|SU|SU|SU|SU|SU|SU|SU|SU||1841|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ottoman Empire IV|tr_ottoman_emp_4|TrOttm5|Abdulmecid I|Abdulaziz|A|A|A|A|A|A|A|A|A|None|1861|Confident|||False
Crisisdb|Power Transitions||Power Transition|Nkore|ug_nkore_k_2|Classical Nkore|Mutambuka|Ntare V|||||||||||1867|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Yohannes III|Sahle Dengel|P|A|A|P|A|A|A|A|A||1841|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|gu_futa_jallon|Umaru Sori|Bakari|IA|A|A|IA|IA|IA|IA|IA|IA||1843|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Waalo|se_waalo_k|se_waalo_k|Mó Mbodi Maalik|Napoleon III|P|A|A|A|A|A|A|P|P||1855|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Brandenburg-Prussia|de_hohenzollern_2|de_brandenburg_2|Frederick William IV|William I|A|A|A|A|A|A|A|A|A||1861|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Aro|ni_aro|ni_aro|Kanu Okoro|Kanu Oji|||||||||||1870|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Mamadu Biran Wan|||||||||||1841|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|William Henry Harrison|John Tyler|P|A|A|A|A|A|A|A|A|None|1841|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamadu Biran Wan|Mamadu Mamudu Dia|||||||||||1843|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Antonio López de Santa Anna|Valentín Canalizo|A|A|A|A|A|A|A|A|A|None|1844|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Sahle Dengel|Yohannes III|P|A|A|P|A|A|A|A|A||1845|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|John Tyler|James K. Polk|A|A|A|A|A|A|A|A|A|None|1845|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bamana kingdom|ml_bamana_k|MlBaman|Kerango-Ba Diara|Nalouma Kouma Diara|SU|SU|SU|SU|SU|SU|SU|SU|SU||1849|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|British East India Company|in_east_india_co|BdEastIndiaCompany|The Earl of Ellenborough|Henry Hardinge|A|A|A|A|A|A|A|A|A||1844|Confident|||False
Crisisdb|Power Transitions||Power Transition|Sokoto Caliphate|ni_sokoto_cal|ni_sokoto_cal|Ali Bello|Ahmad Atiku|A|A|A|A|A|A|A|A|A||1859|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamadu Mamudu Dia|Mamadu Biran|||||||||||1843|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamadu Biran|Interregnum|||||||||||1844|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|gu_futa_jallon|Bakari|Ibrahima Sori II|IA|A|A|IA|IA|IA|IA|IA|IA||1845|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamadu Biran|Babaly Ly|||||||||||1844|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Valentín Canalizo|José Joaquín de Herrera|P|P|A|P|A|A|A|A|A|None|1844|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Mamadu Biran|||||||||||1844|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|José Joaquín de Herrera|Mariano Paredes|P|P|A|P|A|A|A|A|A|None|1845|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Babaly Ly|Interregnum|||||||||||1846|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|British East India Company|in_east_india_co|BdEastIndiaCompany|Henry Hardinge|The Earl of Dalhousie|A|A|A|A|A|A|A|A|A||1848|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Yohannes III|Sahle Dengel|P|A|A|P|A|A|A|A|A||1845|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Mariano Paredes|Jose Mariano Salas|P|P|A|P|A|A|A|A|A|None|1846|Confident|||False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|gu_futa_jallon|Ibrahima Sori II|Umaru Sori|IA|A|A|IA|IA|IA|IA|IA|IA||1848|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|James K. Polk|Zachary Taylor|A|A|A|A|A|A|A|A|A|None|1849|Confident|||False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Sahle Dengel|Yohannes III|P|A|A|P|A|A|A|A|A||1850|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Kaffa|et_kaffa_k|et_kaffa_k|Gawi Nechocho|Kaye Sherocho|A|A|A|A|A|A|A|A|A||1854|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Nyinginya|Early Niynginya|Early Niynginya|Rwogera|Rwabugiri|||A||||||||1867|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Mutapa|zi_mutapa|zi_mutapa|Dzeka|Kataruza|||||||||||1868|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kanem-Borno|ni_bornu_emp|ni_bornu_emp|Ibrahim|Ali Delatumi|||||||||||1846|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Jose Mariano Salas|Antonio López de Santa Anna|A|A|A|A|A|A|A|A|A|None|1847|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Babaly Ly|||||||||||1847|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Bakar Kodu Bige|Birayamb Aram Xureja|P|A|A|P|A|A|A|A|A||1848|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Antonio López de Santa Anna|Manuel de la Peña y Peña|A|A|A|A|A|A|A|A|A|None|1847|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Babaly Ly|Mamadu Biran|||||||||||1847|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Manuel de la Peña y Peña|José Joaquín de Herrera|A|A|A|A|A|A|A|A|A|None|1848|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamadu Biran|Interregnum|||||||||||1848|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Sibawayhi Ly|||||||||||1848|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Sibawayhi Ly|Interregnum|||||||||||1848|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Mamadu Biran|||||||||||1849|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|gu_futa_jallon|Umaru Sori|Ibrahima Sori II|IA|A|A|IA|IA|IA|IA|IA|IA||1850|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Birayamb Aram Xureja|Biram Penda Kumba Ngwii|P|P|A|P|A|A|A|A|A||1850|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|José Joaquín de Herrera|Mariano Arista|A|A|A|A|A|A|A|A|A|None|1851|Confident|||False
Crisisdb|Power Transitions||Power Transition|Bito Dynasty|ug_bunyoro_k_2|UgBito|Olimi IV Rwakabale|Kyabambe IV Kamurasi|A|P|A|P|A|A|A|A|||1852|Confident|||False
Crisisdb|Power Transitions||Power Transition|Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|Louis-Napoléon Bonaparte (President of France)|Napoleon III (Emperor of the French)|A|A|A|P|P|A|A|A|A|None|1852|Confident|||False
Crisisdb|Power Transitions||Power Transition|British East India Company|in_east_india_co|BdEastIndiaCompany|The Earl of Dalhousie|The Earl of Canning|A|A|A|A|A|A|A|A|A||1856|Confident|||False
Crisisdb|Power Transitions||Power Transition|Wukari Federation|ni_wukari_fed|ni_wukari_fed|Agbu Manu I|Ashu Manu II|||||||||||1866|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Sultanate of Geledi|so_geledi_sultanate|so_geledi_sultanate|Ahmed|Usman|A|A|A|A|A|A|A|A|A|The Battle of Agaaran|1879|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Benin Empire|ni_benin_emp|ni_benin_emp|Adolo|Ovonramven|IP|IA|IA|IP||||IA|IA||1888|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Qajar|ir_qajar_dyn|IrQajar|Nāṣir al-Dīn|Muz̳affar al-Dīn|P|P|P|A|A|A|A|A|A|None|1896|Confident|||False
Crisisdb|Power Transitions||Power Transition|Austria - Habsburg Dynasty II|at_habsburg_2|at_habsburg_2|Franz Joseph I|Karl I|P|P|A|A|A|P|A|A|A|World War I|1916|Confident|||False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|Zachary Taylor|Millard Fillmore|A|A|A|A|A|A|A|A|A|None|1850|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamadu Biran|Interregnum|P|IP|IA|IP|IA|IA|IA|IA|IA||1850|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bamana kingdom|ml_bamana_k|MlBaman|Nalouma Kouma Diara|Massala Demba Diara|SU|SU|SU|SU|SU|SU|SU|SU|SU||1851|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Mban Pate Kumba Ngwii|Lat Kodu|P|P|P|P|A|A|A|A|A||1850|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Biram Penda Kumba Ngwii|Mban Pate Kumba Ngwii|P|P|P|P|A|A|A|A|A||1850|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Alfa Sire Wan|||||||||||1850|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Ethiopia Kingdom III|et_ethiopian_k_3|et_ethiopian_k_3|Yohannes III|Sahle Dengel|P|A|A|P|A|A|A|A|A||1851|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Lat Kodu|Albuuri Peya Biram|P|P|P|P|A|A|A|A|P||1851|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Alfa Sire Wan|Interregnum|||||||||||1851|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|gu_futa_jallon|Ibrahima Sori II|Umaru Sori|IA|A|IA|IA|IA|IA|IA|IA|IA||1852|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|Millard Fillmore|Franklin Pierce|A|A|A|A|A|A|A|A|A|None|1853|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Qing|cn_qing_dyn_2|CnQingL|Xianfeng Emperor (Hsien Feng, Wen Tsung, Yizhu)|Tongzhi Emperor (Zaichun, T’ung Chih, Mu Tsung)|P|A|A|P|A|A|A|A|A|Taiping Rebellion|1861|Confident|||False
Crisisdb|Power Transitions||Power Transition|Burundi|bu_burundi_k|Burundi|Mwezi Gisabo|end of polity||||||||P|||1903|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Albuuri Peya Biram|Bakantam Yago|P|P|P|P|A|A|A|A|P||1851|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Sibawayhi|Mamadu Biran|||||||||||1851|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Interregnum|Sibawayhi|||||||||||1851|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Mamadu Biran|Amadu Hamat Sy|||||||||||1852|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Mariano Arista|Antonio López de Santa Anna|P|P|A|A|A|P|A|A|A|Plan del Hospicio Rebellion|1853|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Bakantam Yago|Tanor|A|A|P|P|A|A|A|A|P||1853|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bamana kingdom|ml_bamana_k|MlBaman|Massala Demba Diara|Torokoro Mari Diara|SU|SU|SU|SU|SU|SU|SU|SU|SU||1854|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Saloum|se_saloum_k|se_saloum_k|Bala Adama Ndiaye|Socé Bigué Ndiaye|IA|IA|A|IA|IA|IA|IA|IA|IA||1854|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rattanakosin|th_rattanakosin|ThRattn|Rama IV (Phrachomklao/Mongkut)|Rama V (Phrachulachomklao/Chulalongkorn)|A|A|A|A|A|A|A|A|A|None|1868|Confident|||False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Amadu Hamat Sy|Thierno Rasin Ndiatch|||||||||||1853|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Futa Jallon|gu_futa_jallon|gu_futa_jallon|Umaru Sori|Ibrahima Sori II|IA|A|A|IA|IA|IA|IA|IA|IA||1854|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Emirate of Harar|et_harar_emirate|et_harar_emirate|Ahmed ibn Abu Bakr|Muhammed ibn Ali|P|A|A|P|A|A|A|P|P||1856|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Bito Dynasty|ug_bunyoro_k_2|UgBito|Kyabambe IV Kamurasi|Chwa II Kabaleega Yokana|A|A|A|P|A|A|A|A|||1869|Confident|||False
Crisisdb|Power Transitions||Power Transition|Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|Napoleon III (Emperor of the French)|Adolphe Thiers (President of France)|A|P|A|A|A|A|A|P|P|Franco-Prussian War / Battle of Sedan|1870|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buganda|ug_buganda_k_2|Classical Buganda|Mutesa I|Mwanga|IA|IA|A|IA|IA|IA|IA|IA|IA||1884|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|Thierno Rasin Ndiatch|Mamadu Biran|||||||||||1854|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kingdom of Jolof|se_jolof_k|se_jolof_k|Tanor|Birayamb Majigen|A|A|A|P|A|A|A|A|A||1855|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early United Mexican States|mx_mexico_1|mx_mexico_1|Antonio López de Santa Anna|Ignacio Comonfort|P|P|A|P|P|P|A|A|A|Plan of Ayutla Revolution|1855|Confident|||False
Crisisdb|Power Transitions||Power Transition|Antebellum US|us_antebellum|us_antebellum|Franklin Pierce|James Buchanan|A|A|A|A|A|A|A|A|A|None|1857|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tokugawa Shogunate|jp_tokugawa_shogunate|JpTokgw|Tokugawa Iesada|Tokugawa Iemochi|P|A|A|P|P|P|A|A|A|None|1858|Confident|||False
Crisisdb|Power Transitions||Power Transition|Karagwe|tz_karagwe_k|Karagwe|Rumanyika I|Kayenje Kalemera II|||||||||||1883|Confident|False|False|False
