SourcePolityLongName,SuccessorPolityLongName,SourcePolityID,SuccessorPolityID,SuccessionType,Rationale,Citation,ChainOfThought,ModelID,ModelFingerprint,ModelTimestamp
Ptolemaic Kingdom II,Roman Empire - Principate,eg_ptolemaic_k_2,it_roman_principate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qajar Dynasty,Iran Pahlavi Dynasty,ir_qajar_dyn,ir_pahlavi_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qara Qoyunlu,Ak Koyunlu,tr_qara_qoyunlu,ir_ak_koyunlu,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qasimid Dynasty XXXXXXX,,ye_qasimid_dyn_222222,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qatabanian Commonwealth,Kingdom of Saba and Dhu Raydan,ye_qatabanian_commonwealth,ye_saba_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qi - Spring and Autumn,Qi - Warring States,cn_qi_spring_autumn,cn_qi_warring_states,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qi - Warring States,Qin Empire,cn_qi_warring_states,cn_qin_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qin Empire,Western Han Empire,cn_qin_emp,cn_western_han_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Qocho Kingdom,Kara Khitai Khanate,cn_qocho_k,tm_kara_khitai_khanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Ramadanid Emirate,Ottoman Empire II,tr_ramadanid_emirate,tr_ottoman_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rashtrakuta Empire,Chalukyas of Kalyani,in_rashtrakuta_emp,in_kalyani_chalukya_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rasulid Dynasty,Yemen - Tahirid Dynasty,ye_rasulid_dyn,ye_tahirid_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rattanakosin,Thailand Reform Period,th_rattanakosin,th_reform_period_thailand,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic and Duchy of Florence,Grand Duchy of Tuscany,it_florence_rep,it_tuscany_grand_duc,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Afghanistan,,af_afghanistan_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Chile I,,ch_chile_rep_1,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of China,People's Republic of China,cn_chinese_rep,cn_chinese_peoples_rep,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Colombia I,,co_colombia_rep_1,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Costa Rica,,cr_costa_rica_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Cuba I,,cu_cuba_rep_1,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Egypt,,eg_egypt_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Finland,,su_finland_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Genoa I,Republic of Genoa II,it_genoa_rep_1,it_genoa_rep_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Genoa II,Republic of Genoa III,it_genoa_rep_2,it_genoa_rep_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Genoa III,French Kingdom - Late Bourbon,it_genoa_rep_3,fr_bourbon_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Indonesia,,id_indonesian_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Iraq,,iq_iraq_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Ireland,,ei_ireland_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Korea,,ko_korean_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Poland I,Nazi Germany,pl_polish_rep_1,de_ns_germany,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Poland I,Soviet Union,pl_polish_rep_1,ru_soviet_union,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Rwanda,,rw_rwanda_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of South Africa,,sa_south_africa_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of St Peter I,Rome - Republic of St Peter II,it_st_peter_rep_1,it_st_peter_rep_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Tunisia,,tn_tunisia_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Turkey,,tr_turkey_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Venezuela I,,ve_venezuela_rep_1,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Venice III,Republic of Venice IV,it_venetian_rep_3,it_venetian_rep_4,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Venice IV,French Kingdom - Late Bourbon,it_venetian_rep_4,fr_bourbon_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Venice IV,Austria - Habsburg Dynasty II,it_venetian_rep_4,at_habsburg_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of Vietnam,Democratic Republic of Vietnam,vt_vietnam_rep,vt_vietnam_democratic_rep,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Republic of the Philippines,,pi_phililippines_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Roman Empire - Dominate,Western Roman Empire - Late Antiquity,tr_roman_dominate,it_western_roman_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Roman Empire - Dominate,East Roman Empire,tr_roman_dominate,tr_east_roman_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Roman Empire - Principate,Roman Empire - Dominate,it_roman_principate,tr_roman_dominate,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Roman Kingdom,Early Roman Republic,it_roman_k,it_roman_rep_1,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rome - Republic of St Peter II,Papal States - High Medieval Period,it_st_peter_rep_2,it_papal_state_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rouran Khaganate,,mn_rouran_khaganate,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rum Sultanate,Ilkhanate,tr_rum_sultanate,ir_il_khanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rum Sultanate,Ottoman Emirate,tr_rum_sultanate,tr_ottoman_emirate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rum Sultanate,Beylik of Karaman,tr_rum_sultanate,tr_karaman_bey,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Rum Sultanate,Beylik of Candar,tr_rum_sultanate,tr_candar_bey,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
"Russian Empire, Romanov Dynasty I","Russian Empire, Romanov Dynasty II",ru_romanov_dyn_1,ru_romanov_dyn_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
"Russian Empire, Romanov Dynasty II",Soviet Union,ru_romanov_dyn_2,ru_soviet_union,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
"Russian Empire, Romanov Dynasty II",Republic of Finland,ru_romanov_dyn_2,su_finland_rep,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
"Russian Empire, Romanov Dynasty II",Republic of Poland I,ru_romanov_dyn_2,pl_polish_rep_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Russian Federation,,ru_russian_federation,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Russian Principate,Golden Horde,ua_russian_principate,ru_golden_horde,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Saadi Sultanate,Alaouite Dynasty I,ma_saadi_sultanate,mo_alawi_dyn_1,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sabaean Commonwealth,,ye_sabaean_commonwealth,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Safavid Empire,Ottoman Empire III,ir_safavid_emp,tr_ottoman_emp_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Safavid Empire,"Russian Empire, Romanov Dynasty I",ir_safavid_emp,ru_romanov_dyn_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Saffarid Caliphate,Samanid Empire,ir_saffarid_emp,uz_samanid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Saffarid Caliphate,Ghaznavid Empire,ir_saffarid_emp,af_ghaznavid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sakha - Early,Sakha - Late,ru_sakha_early,ru_sakha_late,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sakha - Late,"Russian Empire, Romanov Dynasty I",ru_sakha_late,ru_romanov_dyn_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Samanid Empire,Kara-Khanids,uz_samanid_emp,kg_kara_khanid_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Samanid Empire,Ghaznavid Empire,uz_samanid_emp,af_ghaznavid_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Samo's Empire,,cz_samo_emp,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sape,Mane,si_sape,si_mane_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sarazm,Andronovo,tj_sarasm,kz_andronovo,population replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sasanid Empire I,Sasanid Empire II,ir_sassanid_emp_1,ir_sassanid_emp_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sasanid Empire II,Yemen Hijaz,ir_sassanid_emp_2,sa_rashidun_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Satavahana Empire,Vakataka Kingdom,in_satavahana_emp,in_vakataka_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Second Austrian Republic,,at_austrian_rep_2,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Second Dynasty of Isin,Bazi Dynasty,iq_isin_dynasty2,iq_bazi_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Second Turk Khaganate,Uigur Khaganate,mn_turk_khaganate_2,mn_uygur_khaganate,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Segou Kingdom,Bamana kingdom,ml_segou_k,ml_bamana_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seleucid Empire,Late Roman Republic,ir_seleucid_emp,it_roman_rep_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seleucid Empire,Parthian Empire I,ir_seleucid_emp,ir_parthian_emp_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seleucid Empire,Greco-Bactrian Kingdom,ir_seleucid_emp,af_greco_bactrian_k,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seleucid Empire,Armenian Kingdom,ir_seleucid_emp,am_artaxiad_dyn,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seleucid Empire,Yehuda,ir_seleucid_emp,il_judea,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seljuk Sultanate,Rum Sultanate,ir_seljuk_sultanate,tr_rum_sultanate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seljuk Sultanate,Khwarezmid Empire,ir_seljuk_sultanate,tm_khwarezmid_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Seljuk Sultanate,Abbasid Caliphate II,ir_seljuk_sultanate,iq_abbasid_cal_2,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sena Dynasty,Delhi Sultanate,bd_sena_dyn,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sena Dynasty,Deva Dynasty,bd_sena_dyn,bd_deva_dyn,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sharqi,Delhi Sultanate,in_sharqi_dyn,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Shaybanid Kingdom,Khanate of Bukhara,uz_shaybanid_k,uz_janid_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Shiwei,Khitan I,mn_shiwei,mn_khitan_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Shiwei,Early Mongols,mn_shiwei,mn_mongol_early,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Shoa Sultanate,Ifat Sultanate,et_showa_sultanate,so_ifat_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Shuar - Colonial,Shuar - Ecuadorian,ec_shuar_1,ec_shuar_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Shuar - Ecuadorian,,ec_shuar_2,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sibir Khanate,"Grand Principality of Moscow, Rurikid Dynasty",ru_sibir_khanate,ru_moskva_rurik_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sind - Abbasid-Fatimid Period,Ghur Principality,pk_sind_abbasid_fatimid,af_ghur_principality,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sind - Samma Dynasty,Mughal Empire,pk_samma_dyn,in_mughal_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Socialist Republic of Vietnam,,vt_vietnam_socialist_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sogdiana - City-States Period,Umayyad Caliphate,uz_sogdiana_city_states,sy_umayyad_cal,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sokoto Caliphate,British Empire II,ni_sokoto_cal,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sokoto Caliphate,Modern France I,ni_sokoto_cal,fr_france_modern_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Sokoto Caliphate,Germany - Hohenzollern Dynasty,ni_sokoto_cal,de_hohenzollern_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Songhai Empire,Songhai Empire - Askiya Dynasty,ml_songhai_1,ml_songhai_2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Songhai Empire - Askiya Dynasty,Saadi Sultanate,ml_songhai_2,ma_saadi_sultanate,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Southern Mesopotamia Neolithic,Ubaid,iq_so_mesopotamia_nl,iq_ubaid,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Southern Qi State,,cn_southern_qi_dyn,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Southern Song,Great Yuan,cn_southern_song_dyn,cn_yuan_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Soviet Union,Russian Federation,ru_soviet_union,ru_russian_federation,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire I,Spanish Empire II,es_spanish_emp_1,es_spanish_emp_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire I,Portuguese Empire - Early Modern,es_spanish_emp_1,pt_portuguese_emp_2,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Spanish Empire III,es_spanish_emp_2,es_spanish_emp_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Argentine Republic I,es_spanish_emp_2,ar_argentina_rep_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Early United Mexican States,es_spanish_emp_2,mx_mexico_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Republic of Colombia I,es_spanish_emp_2,co_colombia_rep_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Republic of Chile I,es_spanish_emp_2,ch_chile_rep_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Bolivia - Independence and Republican Era,es_spanish_emp_2,bo_bolivia_rep,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Republic of Costa Rica,es_spanish_emp_2,cr_costa_rica_rep,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire II,Republic of Venezuela I,es_spanish_emp_2,ve_venezuela_rep_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Spanish Empire III,Republic of Cuba I,es_spanish_emp_3,cu_cuba_rep_1,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Sri Lanka,,sl_sri_lanka,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Srivijaya Empire,Malacca Sultanate,id_srivijaya_emp,my_malacca_sultanate_22222,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Srivijaya Empire,Majapahit Kingdom,id_srivijaya_emp,id_majapahit_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
State of the Teutonic Order,,pl_teutonic_order,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Sui Dynasty,Tang Dynasty I,cn_sui_dyn,cn_tang_dyn_1,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Sukhotai,,th_sukhotai,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Sultanate of Geledi,Kingdom of Italy,so_geledi_sultanate,it_italian_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Sur Empire,Mughal Empire,in_sur_emp,in_mughal_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Susa I,Susa II,ir_susa_1,ir_susa_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Susa II,Susa III,ir_susa_2,ir_susa_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Susa III,Elam - Awan Dynasty I,ir_susa_3,ir_elam_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Susiana - Early Ubaid,Susiana - Late Ubaid,ir_susiana_ubaid_1,ir_susiana_ubaid_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
Susiana - Late Ubaid,Susa I,ir_susiana_ubaid_2,ir_susa_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:12:30.298215+00:00
