NGA|Polity|Section|Subsection|Variable|Value.From|Value.To|Date.From|Date.To|Fact.Type|Value.Note|Date.Note
Upper Egypt|TnFatim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Upper Egypt|TnFatim|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|unknown||||simple|simple|
Konya Plain|TrBrzER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|unknown||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|absent||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrBrzL2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|unknown||||simple|simple|
Konya Plain|TrBrzMD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|unknown||||simple|simple|
Konya Plain|TrByzM1|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|absent||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrByzM1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Konya Plain|TrByzM2|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|inferred present||||simple|simple|
Konya Plain|TrByzM2|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|inferred present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrByzM2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Crete|TrByzM3|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Crete|TrByzM3|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||||simple|simple|
Crete|TrByzM3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|absent||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrCappL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|unknown||||simple|simple|
Konya Plain|TrClcER|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|unknown||||simple|simple|
Konya Plain|TrClcLT|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|unknown||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrERom*|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Konya Plain|TrHatNK|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by government|inferred absent||||simple|simple|
Konya Plain|TrHatNK|Institutional Variables|Limits on Power of the Chief Executive|Constraint on executive by non-government|inferred present||||simple|simple|
Konya Plain|TrHatNK|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|inferred absent||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|absent||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrHatNK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Konya Plain|TrHatOK|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|inferred present||1425BCE|1400BCE|simple|simple|range
Konya Plain|TrHatOK|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|absent||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Konya Plain|TrHatOK|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
